Borough,boroughCode,wName,GSS,Year,Total,groupA,groupB,groupC,groupD,groupE,groupF
Tower Hamlets,13,Weavers,E05000588,2033-01-01,18365,2862,5071,5227,3057,1556,592
Tower Hamlets,13,Weavers,E05000588,2034-01-01,18352,2833,5085,5160,3092,1570,612
Tower Hamlets,13,Weavers,E05000588,2035-01-01,18348,2805,5094,5103,3106,1608,632
Tower Hamlets,13,Weavers,E05000588,2036-01-01,18355,2781,5099,5062,3127,1629,657
Tower Hamlets,13,Weavers,E05000588,2037-01-01,18343,2759,5090,5024,3139,1653,678
Tower Hamlets,13,Weavers,E05000588,2038-01-01,18346,2738,5074,5010,3144,1674,706
Tower Hamlets,13,Weavers,E05000588,2039-01-01,18346,2725,5058,4994,3138,1701,730
Tower Hamlets,13,Weavers,E05000588,2040-01-01,18358,2714,5043,4983,3124,1739,755
Tower Hamlets,13,Weavers,E05000588,2041-01-01,18369,2707,5019,4983,3102,1774,784
Tower Hamlets,13,Whitechapel,E05000589,2011-01-01,15009,2364,6102,4017,1443,699,384
Tower Hamlets,13,Whitechapel,E05000589,2012-01-01,15450,2487,6263,4114,1498,689,399
Tower Hamlets,13,Whitechapel,E05000589,2013-01-01,15991,2603,6459,4273,1555,690,411
Tower Hamlets,13,Whitechapel,E05000589,2014-01-01,16481,2699,6635,4447,1573,696,431
Tower Hamlets,13,Whitechapel,E05000589,2015-01-01,16998,2805,6814,4629,1616,691,443
Tower Hamlets,13,Whitechapel,E05000589,2016-01-01,17637,2918,7061,4834,1663,700,461
Tower Hamlets,13,Whitechapel,E05000589,2017-01-01,18339,3033,7363,5043,1710,725,465
Tower Hamlets,13,Whitechapel,E05000589,2018-01-01,19032,3145,7646,5268,1752,751,470
Tower Hamlets,13,Whitechapel,E05000589,2019-01-01,19702,3263,7897,5488,1804,786,464
Tower Hamlets,13,Whitechapel,E05000589,2020-01-01,20350,3381,8123,5703,1866,812,465
Tower Hamlets,13,Whitechapel,E05000589,2021-01-01,20680,3488,8122,5856,1914,848,452
Tower Hamlets,13,Whitechapel,E05000589,2022-01-01,21104,3612,8168,6016,1971,885,452
Tower Hamlets,13,Whitechapel,E05000589,2023-01-01,21429,3702,8201,6143,2020,911,452
Tower Hamlets,13,Whitechapel,E05000589,2024-01-01,21771,3806,8239,6252,2080,940,454
Tower Hamlets,13,Whitechapel,E05000589,2025-01-01,22117,3888,8314,6339,2150,972,454
Tower Hamlets,13,Whitechapel,E05000589,2026-01-01,22153,3936,8240,6327,2197,998,455
Tower Hamlets,13,Whitechapel,E05000589,2027-01-01,22187,3955,8196,6308,2235,1029,464
Tower Hamlets,13,Whitechapel,E05000589,2028-01-01,22222,3973,8175,6274,2271,1057,472
Tower Hamlets,13,Whitechapel,E05000589,2029-01-01,22259,3992,8168,6232,2318,1072,477
Tower Hamlets,13,Whitechapel,E05000589,2030-01-01,22282,4003,8173,6169,2358,1092,487
Tower Hamlets,13,Whitechapel,E05000589,2031-01-01,22359,4004,8249,6105,2394,1111,496
Tower Hamlets,13,Whitechapel,E05000589,2032-01-01,22413,3995,8320,6035,2432,1125,506
Tower Hamlets,13,Whitechapel,E05000589,2033-01-01,22461,3985,8380,5974,2465,1138,519
Tower Hamlets,13,Whitechapel,E05000589,2034-01-01,22518,3976,8429,5934,2497,1151,531
Tower Hamlets,13,Whitechapel,E05000589,2035-01-01,22584,3970,8474,5895,2529,1170,546
Tower Hamlets,13,Whitechapel,E05000589,2036-01-01,22643,3961,8499,5880,2554,1190,559
Tower Hamlets,13,Whitechapel,E05000589,2037-01-01,22702,3953,8514,5874,2576,1209,576
Tower Hamlets,13,Whitechapel,E05000589,2038-01-01,22769,3946,8524,5881,2605,1225,588
Tower Hamlets,13,Whitechapel,E05000589,2039-01-01,22842,3950,8532,5888,2616,1248,608
Tower Hamlets,13,Whitechapel,E05000589,2040-01-01,22905,3947,8534,5903,2627,1275,619
Tower Hamlets,13,Whitechapel,E05000589,2041-01-01,22973,3949,8532,5917,2635,1305,635
